numInstances,exactMatch,hammingScore,exampleAccuracy,exampleF1
1,0.0,0.8571428571428571,0.0,0.0
2,0.0,0.7857142857142857,0.0,0.0
3,0.0,0.7619047619047619,0.0,0.0
4,0.0,0.7678571428571428,0.125,0.16666666666666663
5,0.0,0.7428571428571428,0.1,0.1333333333333333
6,0.0,0.7738095238095237,0.20833333333333334,0.25396825396825395
7,0.0,0.7755102040816325,0.21428571428571427,0.2748299319727891
8,0.0,0.7857142857142856,0.2708333333333333,0.3404761904761905
9,0.0,0.7857142857142856,0.28518518518518515,0.36613756613756615
10,0.0,0.7714285714285714,0.29416666666666663,0.3840692640692641
11,0.0,0.7792207792207791,0.328030303030303,0.4218811491538764
12,0.0,0.7619047619047619,0.30069444444444443,0.38672438672438675
13,0.0,0.7472527472527472,0.2775641025641025,0.356976356976357
14,0.0,0.7448979591836734,0.2883503401360544,0.37433518862090287
15,0.0,0.7476190476190475,0.2957936507936508,0.3874747474747474
16,0.0,0.7455357142857142,0.2773065476190476,0.3632575757575757
17,0.0,0.7521008403361344,0.29040616246498596,0.38110516934046346
18,0.0,0.753968253968254,0.2881613756613757,0.38215488215488214
19,0.0,0.7631578947368421,0.312468671679198,0.4071542492595124
20,0.0,0.7714285714285715,0.3343452380952381,0.4296536796536796
21,0.0,0.7789115646258503,0.35413832199546486,0.4500103071531643
22,0.0,0.7857142857142857,0.37213203463203465,0.4685163321526958
23,0.0,0.782608695652174,0.35595238095238096,0.44814605684170905
24,0.0,0.7797619047619048,0.34112103174603176,0.4294733044733045
25,0.0,0.7828571428571429,0.3474761904761905,0.43896103896103894
26,0.0,0.782967032967033,0.349496336996337,0.44405594405594406
27,0.0,0.7751322751322752,0.3365520282186949,0.4276094276094276
28,0.0,0.778061224489796,0.34238945578231295,0.4361471861471861
29,0.0,0.7807881773399016,0.3512725779967159,0.4469696969696969
30,0.0,0.7833333333333334,0.35623015873015873,0.45429292929292925
31,0.0,0.7764976958525347,0.35280337941628265,0.4525415444770283
32,0.0,0.7656250000000001,0.345250496031746,0.44464962121212115
33,0.0,0.7705627705627707,0.3575156325156325,0.4571494162403253
34,0.0,0.7668067226890757,0.347000466853408,0.44370384517443334
35,0.0,0.7612244897959185,0.3370861678004535,0.43102659245516384
36,0.0,0.757936507936508,0.3277226631393298,0.4190536315536315
37,0.0,0.7586872586872587,0.32967610467610464,0.4231718731718731
38,0.0,0.7612781954887219,0.32977234753550544,0.4251936659831397
39,0.0,0.7637362637362638,0.33413715913715913,0.4313852813852814
40,0.0,0.7660714285714286,0.33828373015873014,0.43726731601731605
41,0.0,0.764808362369338,0.34048586914440576,0.4412364058705523
42,0.0,0.7636054421768709,0.3323790627362056,0.43073077715934865
43,0.0,0.7624584717607975,0.33461609449981544,0.43466727071378247
44,0.0,0.7597402597402599,0.3335046897546898,0.43488947920766113
45,0.0,0.7634920634920638,0.3409082892416226,0.44300304633637977
46,0.0,0.7608695652173916,0.33349723947550036,0.43337254532906716
47,0.0,0.7629179331306993,0.33703985140155357,0.43833625003837784
48,0.0,0.7619047619047622,0.33001818783068787,0.42920424482924496
49,0.0,0.7580174927113704,0.3232831227729187,0.4204449745266073
50,0.0,0.7585714285714288,0.32481746031746034,0.4234646464646466
51,0.0,0.7619047619047621,0.33315437286025523,0.43196814079167034
52,0.0,0.7637362637362639,0.3382860195360196,0.4380841380841382
53,0.018867924528301886,0.7681940700808627,0.3507711889787362,0.4486863241580224
54,0.018518518518518517,0.7632275132275134,0.34427542621987073,0.44037731815509606
55,0.01818181818181818,0.7636363636363638,0.3452886002886003,0.44276006821461383
56,0.017857142857142856,0.7627551020408164,0.3450751133786848,0.4437822098536386
57,0.017543859649122806,0.7619047619047621,0.3425299359509886,0.44184451026556304
58,0.017241379310344827,0.7598522167487687,0.34155035577449366,0.44188933671692304
59,0.01694915254237288,0.7530266343825668,0.33576136669357004,0.43439968694205994
60,0.016666666666666666,0.7547619047619049,0.3384986772486772,0.4382708032708034
61,0.01639344262295082,0.756440281030445,0.3427855841790268,0.44338111797128205
62,0.016129032258064516,0.7569124423963134,0.34128904249871994,0.4426814225201323
63,0.015873015873015872,0.7562358276643991,0.3411627614008566,0.4435912412102889
64,0.015625,0.7589285714285715,0.3462487599206349,0.4491601280663782
65,0.015384615384615385,0.7582417582417583,0.34605006105006103,0.44994227994228003
66,0.015151515151515152,0.7554112554112554,0.34459475709475706,0.4491855787310334
67,0.014925373134328358,0.755863539445629,0.3454217010187159,0.45101010101010114
68,0.014705882352941176,0.7552521008403362,0.34034197012138184,0.44437759952465844
69,0.014492753623188406,0.7546583850931677,0.3416206579250057,0.44663299663299677
70,0.02857142857142857,0.7581632653061225,0.3510260770975056,0.45453823953823963
71,0.028169014084507043,0.7585513078470826,0.35171585065951255,0.4561845822409204
72,0.027777777777777776,0.7599206349206349,0.353775352733686,0.4591079445246113
73,0.0273972602739726,0.7622309197651664,0.3580615351163296,0.4637776987092056
74,0.02702702702702703,0.7615830115830117,0.35322286572286565,0.45751043251043255
75,0.02666666666666667,0.760952380952381,0.34851322751322744,0.4514102934102935
76,0.039473684210526314,0.7640977443609023,0.3570854218880534,0.45862857902331594
77,0.03896103896103896,0.7662337662337664,0.36283755926613065,0.4642163752553363
78,0.038461538461538464,0.7646520146520148,0.36184879934879927,0.46396288896288895
79,0.0379746835443038,0.7649186256781194,0.3623317259393208,0.46532321405739124
80,0.0375,0.7660714285714286,0.3661359126984126,0.46950667388167383
81,0.037037037037037035,0.7654320987654322,0.36573094258279437,0.46988313469794946
82,0.036585365853658534,0.7656794425087109,0.3661488579171505,0.4711214936824692
83,0.03614457831325301,0.7633390705679863,0.36173742589405233,0.46544533110798164
84,0.03571428571428571,0.7636054421768709,0.36040721844293266,0.4646662200233628
85,0.03529411764705882,0.7655462184873951,0.3649906629318393,0.46928359222476856
86,0.03488372093023256,0.7649501661129569,0.36462255444813574,0.4696407597570387
87,0.034482758620689655,0.764367816091954,0.36426290822842533,0.46998971654144056
88,0.03409090909090909,0.7637987012987012,0.36391143578643564,0.47033074248983325
89,0.033707865168539325,0.763242375601926,0.3598225432495094,0.46504612740567786
90,0.03333333333333333,0.7642857142857142,0.3624911816578482,0.46821228154561473
91,0.03296703296703297,0.7660910518053374,0.36674952032094876,0.4724862439148152
92,0.03260869565217391,0.7670807453416149,0.3681978951000689,0.474596900683857
93,0.03225806451612903,0.7665130568356374,0.3642387779484553,0.46949370820338543
94,0.031914893617021274,0.7667173252279635,0.36302347180006744,0.4687544134352643
95,0.031578947368421054,0.7661654135338345,0.35920217209690886,0.4638201564517352
96,0.03125,0.7671130952380952,0.360668816137566,0.4659331409331407
97,0.030927835051546393,0.7665684830633284,0.3603870070364915,0.46628434566578875
98,0.030612244897959183,0.7660349854227404,0.35670958859734364,0.46152634213858684
99,0.030303030303030304,0.7640692640692639,0.35454946288279615,0.45938971242001525
100,0.03,0.7649999999999999,0.3560039682539682,0.46146248196248174
101,0.0297029702970297,0.7666195190947664,0.3599049190633349,0.46538010943951513
102,0.029411764705882353,0.7668067226890756,0.36127840024898844,0.4673535070593891
103,0.02912621359223301,0.768377253814147,0.36505239636307596,0.4711378696815587
104,0.028846153846153848,0.7671703296703296,0.3651480463980464,0.47185245310245283
105,0.02857142857142857,0.7673469387755102,0.365479969765684,0.47280079708651107
106,0.02830188679245283,0.7681940700808626,0.366749026654687,0.474629720384437
107,0.028037383177570093,0.7683578104138853,0.36799436285417586,0.4764244582001588
108,0.027777777777777776,0.7698412698412699,0.3715314520870076,0.4799496285607393
